name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence
scanner new,BC626232278,scanner new,18,Technology,Technology,0.7029656648635865
escritorio,BC438718269,escritorio,3,Furniture,Furniture,0.7202093482017516
all-in-one enterprise,BC368523822,all-in-one enterprise,4,Technology,Services,0.7052546381950378
drucker touchscreen v2,BC808101187,drucker touchscreen v2,8,Technology,Technology,0.7035450339317321
copier,BC506258874,copier,20,Technology,Furniture,0.6989566206932067
Ricoh Aficio dual-band,BC527392079,ricoh aficio dual-band,8,,Technology,0.7072552919387817
black cabnet Model C-689,BC783858343,black cabnet model c-689,1,,Furniture,0.7012163162231445
file cabinet Model Pro-619,BC718724891,file cabinet model pro-619,1,,Furniture,0.7025032043457031
стул,BC797299908,стул,19,Furniture,Furniture,0.7062163829803467
Knoll office sofa,BC833606377,knoll office sofa,5,,Furniture,0.7103907704353332
gabinete,BC602574675,gabinete,2,Furniture,Furniture,0.7030483722686767
bureau,BC447972640,bureau,19,Furniture,Furniture,0.7044759154319763
Aeron chair,BC961995665,aeron chair,14,,Furniture,0.7143850803375245
professional キャビネット,BC504378331,professional キャヒネット,0,Furniture,Technology,0.6960482716560363
ultra wide,BC892786126,ultra wide,12,Technology,Technology,0.706208336353302
Teknion glass executive desk Model C-718,BC698663298,teknion glass executive desk model c-718,1,,Furniture,0.6995017290115356
كرسي,BC788165352,كرسي,19,Furniture,Furniture,0.7066336750984192
Haworth fabric table Model Pro-544,BC686718533,haworth fabric table model pro-544,1,,Furniture,0.6996668815612793
RDP software basic,BC114051099,rdp software basic,4,,Services,0.7034266591072081
setee,BC982978122,setee,19,Furniture,Furniture,0.7035420775413513
ERP system premium,BC145090037,erp system premium,4,,Services,0.706098711490631
task chair,BC659042709,task chair,19,Furniture,Furniture,0.7091350436210633
compact height adjustable desk,BC108948759,compact height adjustable desk,3,Furniture,Furniture,0.716628623008728
ソファ,BC410075739,ソファ,11,Furniture,Furniture,0.6985572338104248
LG UltraWide,BC835231799,large ultrawide,12,,Technology,0.7072341084480286
Knoll sit-stand desk,BC590593090,knoll sit-stand desk,14,,Furniture,0.7092339277267456
basic Steelcase desk,BC679745130,basic steelcase desk,16,,Furniture,0.7127896428108215
Kimball professional canapé,BC771651925,kimball professional canape,14,,Furniture,0.7067741513252258
lap top v3,BC947336680,lap top v3,9,Technology,Technology,0.71386798620224
sectional,BC524995927,sectional,19,Furniture,Furniture,0.7015352368354797
VPN service annual,BC750262890,vpn service annual,17,,Services,0.7140181422233582
인터넷 서비스 PLAN,BC595367749,인터넷 서비스 plan,2,,Furniture,0.6982721328735351
шкаф,BC145543743,шкаф,16,Furniture,Furniture,0.712084949016571
seet,BC550522411,seet,19,Furniture,Furniture,0.7063820958137512
HP EliteDesk,BC620402022,hp elitedesk,8,,Technology,0.7093491077423095
widescreen 2022,BC922790554,widescreen 2022,12,Technology,Technology,0.7011133432388306
HON filing cabnet,BC184264458,hon filing cabnet,16,,Furniture,0.711905801296234
armario,BC183682466,armario,2,Furniture,Furniture,0.7078660488128662
filing cabinet,BC912497781,filing cabinet,3,Furniture,Furniture,0.7183320641517639
DSL,BC690106975,dsl,7,,Services,0.7130843043327331
armoire Model X-144,BC197915848,armoire model x-144,1,,Furniture,0.7005476236343384
iCloud storage unlimited,BC327499388,icloud storage unlimited,7,,Services,0.7138339877128601
servicio de internet,BC396460161,servicio de internet,7,Services,Services,0.7200662732124328
Knoll file cabinet,BC441017812,knoll file cabinet,16,,Furniture,0.7137887954711913
Herman Miller desk - Refurbished,BC672263097,herman miller desk - refurbished,14,,Furniture,0.7053598642349244
インターネットサービス,BC244667571,インターネットサーヒス,0,Services,Technology,0.6895769715309142
SOC service business,BC318830034,soc service business,4,,Services,0.7073875904083251
security support,BC134163406,security support,13,Services,Services,0.7236776947975159
cloud backup per device,BC336999287,cloud backup per device,17,Services,Services,0.7160632371902467
SLA agreement enterprise,BC245284437,sla agreement enterprise,15,,Services,0.7247920513153077
Photoshop limited,BC739695468,photoshop limited,9,,Technology,0.7080254077911377
curved monitor,BC899641923,curved monitor,12,Technology,Technology,0.7039592742919922
dedicated line per device subscription,BC699524216,dedicated line per device subscription,7,Services,Services,0.714097511768341
برمجيات,BC569762050,برمجيات,0,Services,Technology,0.6842316269874572
reception sofa,BC529280096,reception sofa,5,Furniture,Furniture,0.7146384954452514
on-site support,BC168012695,on-site support,13,Services,Services,0.7188491582870483
photo printer wireless,BC396306713,photo printer wireless,18,Technology,Technology,0.7078568935394287
Haworth computer desk Model A-419,BC435971123,haworth computer desk model a-419,1,,Furniture,0.6996022820472717
phone support package,BC448854016,phone support package,13,Services,Services,0.7181437611579895
gabinete,BC629855936,gabinete,2,Furniture,Furniture,0.7030483722686767
secondary display,BC559084418,secondary display,12,Technology,Technology,0.7002437949180603
i-Mac,BC925310631,i-mac,9,,Technology,0.7075164556503296
mesh armoire,BC420848110,mesh armoire,2,Furniture,Furniture,0.70660160779953
swivel chair,BC156999852,swivel chair,14,Furniture,Furniture,0.7096675872802735
gabinete,BC655778818,gabinete,2,Furniture,Furniture,0.7030483722686767
диван,BC788691372,диван,11,Furniture,Furniture,0.7052139282226562
large workspace Model C-889,BC144910623,large workspace model c-889,1,,Furniture,0.7012875080108643
Global armoire,BC857134424,global armoire,2,,Furniture,0.7066309094429015
Steelcase premium Steelcase desk Model A-791,BC540396677,steelcase premium steelcase desk model a-791,1,,Furniture,0.7011136770248413
OneDrive storage,BC695411648,onedrive storage,17,,Services,0.7140560746192933
internet service business,BC171508836,internet service business,7,Services,Services,0.7196397185325623
wardrobe,BC185260383,wardrobe,2,Furniture,Furniture,0.7016792297363281
counch,BC389758574,counch,19,Furniture,Furniture,0.7037007689476014
deks,BC412651461,deks,3,Furniture,Furniture,0.7160704016685485
ITSM service,BC687703577,itsm service,7,,Services,0.7217850804328918
SLA agreement,BC725996789,sla agreement,15,,Services,0.7253215312957764
chrome book used,BC587135978,chrome book used,8,Technology,Technology,0.7053439617156981
SLA agreement,BC290136266,sla agreement,15,,Services,0.7253215312957764
BI tool standard subscription,BC329703585,bi tool standard subscription,6,,Services,0.7144237160682678
drukarka Gen 2 - Refurbished,BC411152157,drukarka gen 2 - refurbished,8,,Technology,0.7058713436126708
стул,BC134606221,стул,19,Furniture,Furniture,0.7062163829803467
Dropbox Business per device,BC944356532,dropbox business per device,4,,Services,0.7058839678764343
work table,BC807478862,work table,10,Furniture,Furniture,0.7175975322723389
support technique agreement,BC655091932,support technique agreement,13,Services,Services,0.716948115825653
16GB RAM Computer v2,BC888412068,16gb ram computer v2,9,,Technology,0.7108016967773437
desk,BC154245232,desk,3,Furniture,Furniture,0.7247763991355896
Haworth small デスク,BC323818407,haworth small テスク,21,,Technology,0.6967584252357484
Executive Seat EX-400,BC771939435,executive seat ex-400,1,,Furniture,0.6981419086456299
Global glass cabnit,BC933135507,global glass cabnit,16,,Furniture,0.7087702751159668
IT support basic license,BC690929397,it support basic license,13,,Services,0.7159856677055358
LCD monitor,BC677678962,lcd monitor,12,,Technology,0.7069488763809204
Apple iMac 2024,BC365635280,apple imac 2024,8,,Technology,0.703390884399414
height adjustable desk,BC448594692,height adjustable desk,3,Furniture,Furniture,0.7185897827148438
Adoby Creative enterprise,BC300164147,adoby creative enterprise,6,,Services,0.713253903388977
Dropbox Business,BC196829676,dropbox business,4,,Services,0.7075118660926818
Windows 10 Pro,BC785075265,windows 10 pro,8,,Technology,0.7072822928428649
Used DSL premium,BC230955221,used dsl premium,8,,Technology,0.7062490224838256
Steelcase divano,BC856035092,steelcase divano,16,,Furniture,0.7109440207481383
HON swivel chair,BC522409833,hon swivel chair,14,,Furniture,0.712346076965332
bench Model Pro-337,BC762427117,bench model pro-337,1,,Furniture,0.7031678080558776
인터넷 서비스 standard,BC215847550,인터넷 서비스 standard,2,Services,Furniture,0.6953677177429198
filing cabinet,BC123301671,filing cabinet,3,Furniture,Furniture,0.7183320641517639
cabinet,BC371775842,cabinet,20,Furniture,Furniture,0.6982958316802979
キャビネット,BC757611451,キャヒネット,0,Furniture,Technology,0.692251169681549
database support unlimited,BC279110141,database support unlimited,13,Services,Services,0.7153733849525451
SIP trunk,BC758245879,sip trunk,16,,Furniture,0.704758620262146
monitor v3,BC440908961,monitor v3,12,Technology,Technology,0.7048218131065369
plastic sofa Model X-348,BC146688450,plastic sofa model x-348,1,,Furniture,0.7028408408164978
plastic office desk Model B-385,BC315495749,plastic office desk model b-385,1,,Furniture,0.7004817962646485
canapé Model B-565,BC997969776,canape model b-565,1,,Furniture,0.7027835845947266
managed services enterprise,BC920536715,managed services enterprise,4,Services,Services,0.7070195674896239
Anti-virus basic,BC704672023,anti-virus basic,17,,Services,0.7179087042808534
Adobe Creative Suite monthly bundle,BC582522615,adobe creative suite monthly bundle,6,,Services,0.7181762099266051
4K MONITOR BACKLIT,BC886411102,4k monitor backlit,12,,Technology,0.7066675066947937
cadeira,BC553615317,cadeira,19,Furniture,Furniture,0.7091334342956543
krzesło,BC229429404,krzesło,19,Furniture,Furniture,0.7048799872398377
Haworth swivel chair,BC213294985,haworth swivel chair,14,,Furniture,0.7092992544174195
ASUS PB278Q certified,BC196725836,asus pb278q certified,8,,Technology,0.7047222733497619
HON イス,BC803040905,hon イス,0,,Technology,0.6907931923866272
table,BC317790892,table,10,Furniture,Furniture,0.7102280497550965
стул,BC501535849,стул,19,Furniture,Furniture,0.7062163829803467
LG UltraWide Gen 2,BC159124453,large ultrawide gen 2,12,,Technology,0.7030755639076233
Lenovo ThinkPad,BC752817769,lenovo thinkpad,8,,Technology,0.7060540676116942
طابعة dual-band,BC846326954,طابعة dual-band,18,Technology,Technology,0.7053925037384033
workstaton,BC432342748,workstaton,10,Furniture,Furniture,0.7101641416549682
managed services,BC777153720,managed services,7,Services,Services,0.720414936542511
Ofice 365,BC811871111,ofice 365,6,,Services,0.7183201551437377
MS Office,BC796403636,ms office,4,,Services,0.7073953866958618
ergonomic chair,BC554773258,ergonomic chair,14,Furniture,Furniture,0.7147392272949219
database support business,BC834773724,database support business,13,Services,Services,0.7171083688735962
RDP software,BC978505410,rdp software,4,,Services,0.704329240322113
Kyocera ECOSYS dual-band,BC864524716,kyocera ecosys dual-band,8,,Technology,0.7084412574768065
HP ProBook,BC176648733,hp probook,8,,Technology,0.7087082266807555
Office 365,BC765931799,office 365,6,,Services,0.720370602607727
compter,BC342217581,compter,21,Technology,Technology,0.6973183155059814
принтер portable Plus,BC459910894,принтер portable plus,18,,Technology,0.7060775756835938
SIP trunk enterprise,BC927636977,sip trunk enterprise,4,,Services,0.7046529412269591
IT support,BC638828465,it support,13,,Services,0.7203643798828124
Lounge Seating LS-200,BC218494225,lounge seating ls-200,5,,Furniture,0.7058859229087829
4k monitor v3,BC761421566,4k monitor v3,12,Technology,Technology,0.7057798385620118
steel szafa,BC164480705,steel szafa,16,Furniture,Furniture,0.7132958412170409
deluxe skrivbord,BC508774805,deluxe skrivbord,8,Furniture,Technology,0.7069462537765502
Chromebook,BC683579921,chromebook,8,,Technology,0.7069011449813842
stol,BC780830076,stol,19,Furniture,Furniture,0.7087568283081055
computadora backlit,BC863934819,computadora backlit,9,Technology,Technology,0.7131341695785522
Used Anti virus per user,BC878647434,used anti virus per user,17,,Services,0.7179219126701356
executive desk,BC431784498,executive desk,3,Furniture,Furniture,0.7229975819587707
DSL premium,BC230955221,dsl premium,7,,Services,0.7151922464370727
iCloud storage,BC803740977,icloud storage,7,,Services,0.7157785654067993
premium cabnit,BC490922764,premium cabnit,16,Furniture,Furniture,0.7089157462120056
ITSM service service,BC706496928,itsm service service,7,,Services,0.7209052920341491
biurko,BC921584159,biurko,3,Furniture,Furniture,0.7167755961418152
bureau Model A-798,BC256571398,bureau model a-798,1,,Furniture,0.7033687114715577
notebook,BC166582406,notebook,20,Technology,Furniture,0.7002860307693481
schreibtisch Model B-336,BC967949720,schreibtisch model b-336,1,,Furniture,0.696999454498291
Back-up software,BC220828027,back-up software,17,,Services,0.7127255320549012
height adjustable desk,BC524784283,height adjustable desk,3,Furniture,Furniture,0.7185897827148438
shelf,BC274079423,shelf,20,Furniture,Furniture,0.6975008487701415
SD-WAN service per device,BC848438614,sd-wan service per device,7,,Services,0.7178412556648254
Adobe CC All Apps,BC486556226,adobe cc all apps,6,,Services,0.7167768001556396
SSH client,BC603330974,ssh client,17,,Services,0.7136265873908998
Lounge Seating LS-200 Model X-640,BC427012523,lounge seating ls-200 model x-640,1,,Furniture,0.7001901984214782
Kimball loveseat,BC879872949,kimball loveseat,5,,Furniture,0.7051597714424133
ITIL support,BC263162642,itil support,13,,Services,0.718910264968872
cabnet,BC955220572,cabnet,16,Furniture,Furniture,0.7098299145698547
notebook,BC992654825,notebook,20,Technology,Furniture,0.7002860307693481
MFP,BC891474266,mfp,20,,Furniture,0.6914302825927734
white armchair,BC301792175,white armchair,19,Furniture,Furniture,0.7023845076560974
premium sectional Model Pro-594,BC517304549,premium sectional model pro-594,1,,Furniture,0.7018418073654175
1TB SSD Laptop touchscreen 2020,BC921837488,1tb ssd laptop touchscreen 2020,8,,Technology,0.7049788236618041
iCloud storage service,BC905687707,icloud storage service,7,,Services,0.71874760389328
label printer,BC561778017,label printer,18,Technology,Technology,0.7093518495559693
HP OfficeJet,BC385891368,hp officejet,18,,Technology,0.7061730146408082
Global bookcase,BC800587168,global bookcase,16,,Furniture,0.709907865524292
leather Aeron chair,BC744354734,leather aeron chair,14,,Furniture,0.7137056350708008
chrome book,BC481584364,chrome book,8,Technology,Technology,0.7052719354629515
cloud backup,BC367321301,cloud backup,17,Services,Services,0.7141883015632631
support contract package,BC307511166,support contract package,13,Services,Services,0.7177154541015625
on-site support,BC723876967,on-site support,13,Services,Services,0.7188491582870483
server maintenance,BC769136744,server maintenance,4,Services,Services,0.7073055863380431
stuhl,BC422481128,stuhl,19,Furniture,Furniture,0.7064611077308655
Salesforce Enterprise business,BC739018322,salesforce enterprise business,4,,Services,0.70957213640213
wooden sofá,BC263369074,wooden sofa,11,Furniture,Furniture,0.7010635375976562
soffa,BC295858216,soffa,11,Furniture,Furniture,0.699277365207672
sit-stand desk,BC757518717,sit-stand desk,3,Furniture,Furniture,0.7215199351310729
wooden workstaton,BC897218787,wooden workstaton,10,Furniture,Furniture,0.7120795369148254
ASUS Monitor,BC621089199,asus monitor,12,,Technology,0.7048547148704529
deluxe sofa,BC333848350,deluxe sofa,5,Furniture,Furniture,0.7091567993164062
plastic Aeron chair,BC968451673,plastic aeron chair,14,,Furniture,0.7133166551589966
Steelcase storage,BC292056726,steelcase storage,16,,Furniture,0.7132834434509276
escritorio,BC587563596,escritorio,3,Furniture,Furniture,0.7202093482017516
mesh filing cabinet,BC706570606,mesh filing cabinet,16,Furniture,Furniture,0.7121816515922545
Steelcase Leap,BC128130121,steelcase leap,16,,Furniture,0.7112135291099548
NOC service,BC562340417,noc service,7,,Services,0.7193220853805542
software support,BC853030195,software support,13,Services,Services,0.7252328276634216
sectional,BC697347361,sectional,19,Furniture,Furniture,0.7015352368354797
managed services,BC458167668,managed services,7,Services,Services,0.720414936542511
computer desk,BC372826122,computer desk,3,Furniture,Furniture,0.7247235774993896
multifunction printer,BC993830749,multifunction printer,18,Technology,Technology,0.7083156943321228
стул,BC885526510,стул,19,Furniture,Furniture,0.7062163949012756
Global work desk,BC566177523,global work desk,3,,Furniture,0.7196150779724121
Samsung Monitor,BC261795387,samsung monitor,12,,Technology,0.7064948678016663
Google Workspace,BC547236783,google workspace,4,,Services,0.7051652669906615
managed services,BC486782357,managed services,7,Services,Services,0.720414936542511
キャビネット,BC785605643,キャヒネット,0,Furniture,Technology,0.692251169681549
data plan - Refurbished,BC733846414,data plan - refurbished,8,,Technology,0.7087934017181395
professional couch,BC528628393,professional couch,5,Furniture,Furniture,0.7063429236412048
Kimball ソファ Model Pro-426,BC756598356,kimball ソファ model pro-426,1,,Furniture,0.6992660522460937
bookcase - Refurbished,BC804623475,bookcase - refurbished,8,,Technology,0.7088705539703368
モニター,BC629977010,モニター,0,Technology,Technology,0.6904139041900634
plastic диван,BC338965760,plastic диван,11,Furniture,Furniture,0.6989227056503295
Knoll イス,BC357227536,knoll イス,0,,Technology,0.6912843823432921
VPN service,BC740178067,vpn service,7,,Services,0.7197879433631896
Dell P2419H,BC392201792,dell p2419h,8,,Technology,0.7077005147933959
internet service,BC639449617,internet service,7,Services,Services,0.7236394286155701
computer v3,BC987077148,computer v3,9,Technology,Technology,0.71657395362854
white height adjustable desk,BC472929578,white height adjustable desk,3,Furniture,Furniture,0.7158115625381469
mesh shelf,BC783809682,mesh shelf,16,Furniture,Furniture,0.7089487195014953
HP EliteDesk quiet,BC395627385,hp elitedesk quiet,8,,Technology,0.7071432828903197
digital device,BC858305156,digital device,9,Technology,Technology,0.7130068778991699
fabric مكتب,BC243974416,fabric مكتب,16,Furniture,Furniture,0.7121582269668578
Steelcase desk,BC209815321,steelcase desk,16,,Furniture,0.7145746588706969
SD-WAN service,BC758347916,sd-wan service,7,,Services,0.7195410966873168
printer,BC805315791,printer,18,Technology,Technology,0.7095854759216309
stoarge cabinet,BC872493367,stoarge cabinet,16,Furniture,Furniture,0.7129186511039733
compact szafa,BC750009892,compact szafa,16,Furniture,Furniture,0.7138226866722106
antivirus software,BC322003929,antivirus software,17,Services,Services,0.7170460343360902
sofa,BC870780411,sofa,11,Furniture,Furniture,0.7088946342468261
Kimball shelf,BC521815818,kimball shelf,16,,Furniture,0.7103537201881408
LG 27UK850 portable,BC303870775,large 27uk850 portable,8,,Technology,0.7034366846084594
プリンター,BC248795415,フリンター,0,Technology,Technology,0.6872714161872864
sofá,BC718779908,sofa,11,Furniture,Furniture,0.7088946342468261
의자,BC739124632,의자,2,Furniture,Furniture,0.6991209030151366
RDP software,BC996782035,rdp software,4,,Services,0.704329240322113
desk,BC317790892,desk,3,Furniture,Furniture,0.7247763991355896
divan,BC654186806,divan,11,Furniture,Furniture,0.7053631782531737
SAP business,BC147005473,sap business,4,,Services,0.7088174700736999
Used Office 365 E3,BC840831347,used office 365 e3,6,,Services,0.717564845085144
AutoCAD site license,BC858733870,autocad site license,15,,Services,0.725741195678711
Chair Model C-300,BC367063493,chair model c-300,1,,Furniture,0.7028965592384339
sofa,BC544080348,sofa,11,Furniture,Furniture,0.7088946342468261
SD-WAN service,BC834491630,sd-wan service,7,,Services,0.7195410966873168
note book Pro,BC117504619,note book pro,8,,Technology,0.7074407339096068
server maintenance premium,BC805375110,server maintenance premium,7,Services,Services,0.7161640286445617
DSL,BC800916306,dsl,7,,Services,0.7130843043327331
desk,BC762562441,desk,3,Furniture,Furniture,0.7247763991355896
gray Reception Sofa RS-100,BC298370042,gray reception sofa rs-100,5,,Furniture,0.709260332584381
Lenovo ThinkCentre,BC313867761,lenovo thinkcentre,8,,Technology,0.7065096378326415
executive work table,BC926438998,executive work table,10,Furniture,Furniture,0.7157308340072632
Knoll compact armario Model Pro-657,BC690814307,knoll compact armario model pro-657,1,,Furniture,0.69959956407547
VPN service subscription,BC368323917,vpn service subscription,17,,Services,0.7140568017959595
Used workstation Model Pro-997,BC836527450,used workstation model pro-997,1,,Furniture,0.7026828050613403
TEKNION WHITE ARMARIO,BC145296783,teknion white armario,21,,Technology,0.6993533849716187
pantalla,BC469930807,pantalla,12,Technology,Technology,0.7006328940391541
Kyocera ECOSYS,BC649397669,kyocera ecosys,8,,Technology,0.7083362340927123
dsplay 2022,BC256860613,dsplay 2022,8,Technology,Technology,0.7012540221214294
27-inch All-in-One professional,BC682756272,27-inch all-in-one professional,8,,Technology,0.7020580291748046
HP EliteDesk 2020,BC410950586,hp elitedesk 2020,8,,Technology,0.7070911645889282
IKEA イス,BC808165309,ikea イス,0,,Technology,0.6912268042564391
dedicated line business,BC762441268,dedicated line business,4,Services,Services,0.7040048360824585
drukarka Gen 2,BC411152157,drukarka gen 2,18,,Technology,0.7019248008728027
sofa,BC248614668,sofa,11,Furniture,Furniture,0.7088946342468261
compact work desk,BC202396373,compact work desk,3,Furniture,Furniture,0.7201350808143615
database support - Refurbished,BC282879331,database support - refurbished,13,,Services,0.7136669874191284
مكتب,BC269840673,مكتب,19,Furniture,Furniture,0.7025070428848267
Steelcase 소파,BC977516280,steelcase 소파,16,,Furniture,0.7115830421447753
Anti-virus basic subscription,BC712062546,anti-virus basic subscription,17,,Services,0.7183642506599427
IKEA イス,BC522052175,ikea イス,0,,Technology,0.6912268042564391
office chair,BC125991885,office chair,19,Furniture,Furniture,0.7109483480453491
bureau,BC545801065,bureau,19,Furniture,Furniture,0.7044759154319763
ソフトウェア monthly,BC386541544,ソフトウェア monthly,0,Services,Technology,0.6925842881202697
security support per device license,BC933241446,security support per device license,15,Services,Services,0.7264175295829773
خزانة Model C-949,BC771435478,خزانة model c-949,1,,Furniture,0.7010684967041015
lap top v2,BC162599172,lap top v2,9,Technology,Technology,0.7129338979721069
couch Model A-882,BC427618008,couch model a-882,1,,Furniture,0.7015098333358765
drukarka,BC502720908,drukarka,18,Technology,Technology,0.7000804901123048
plastic divano Model X-967,BC133579936,plastic divano model x-967,1,,Furniture,0.7029875755310059
security support,BC764264860,security support,13,Services,Services,0.7236776947975159
HON mesh cabnit,BC714109940,hon mesh cabnit,16,,Furniture,0.7127145648002624
large task chair,BC845095823,large task chair,14,Furniture,Furniture,0.7109845161437989
Herman Miller Sayl,BC808777380,herman miller sayl,14,,Furniture,0.7016493558883667
cell phone plan business,BC171013341,cell phone plan business,4,Services,Services,0.7080107331275939
white filing cabnet,BC427258676,white filing cabnet,16,Furniture,Furniture,0.7100280046463012
executive standing table,BC369183038,executive standing table,10,Furniture,Furniture,0.7108636021614074
security support,BC641949014,security support,13,Services,Services,0.7236776947975159
managed services,BC752759821,managed services,7,Services,Services,0.720414936542511
Global filing cabnet,BC356395115,global filing cabnet,16,,Furniture,0.7097419857978821
Teknion leather イス,BC427296749,teknion leather イス,21,,Technology,0.6989783763885499
Azure subscription enterprise,BC278763625,azure subscription enterprise,6,,Services,0.7175589799880981
كرسي,BC737670731,كرسي,19,Furniture,Furniture,0.7066336750984192
schrank - Refurbished,BC140519046,schrank - refurbished,8,,Technology,0.7070343255996703
deask,BC353622930,deask,20,Furniture,Furniture,0.6956238746643066
leather stuhl,BC772648626,leather stuhl,14,Furniture,Furniture,0.7097776532173157
mesa de trabajo,BC571070826,mesa de trabajo,10,Furniture,Furniture,0.70883549451828
B&W printer quiet,BC355419939,bw printer quiet,18,,Technology,0.7025507211685181
برمجيات plan,BC262895422,برمجيات plan,4,Services,Services,0.7035619497299194
Adobe CC limited,BC523400459,adobe cc limited,6,,Services,0.7142546772956848
stoarge cabinet,BC343436246,stoarge cabinet,16,Furniture,Furniture,0.7129186511039733
Workstation WS-Pro,BC677532596,workstation ws-pro,8,,Technology,0.7082632541656493
Herman Miller desk,BC672263097,herman miller desk,14,,Furniture,0.7097997903823853
iCloud storage professional,BC662715631,icloud storage professional,7,,Services,0.7163713812828063
IKEA filing cabnet Model Pro-794,BC835126913,ikea filing cabnet model pro-794,1,,Furniture,0.7016696572303772
Logiciel bureautique enterprise agreement,BC884679098,logiciel bureautique enterprise agreement,4,,Services,0.7074111580848693
bildschirm enterprise,BC621162378,bildschirm enterprise,12,Technology,Technology,0.7005277276039124
compter v2,BC579166131,compter v2,21,Technology,Technology,0.6947548627853394
IKEA desk Model C-340,BC685861719,ikea desk model c-340,1,,Furniture,0.7014897108078003
cloud backup site license,BC342958848,cloud backup site license,15,Services,Services,0.7263243675231934
sofá,BC904441314,sofa,11,Furniture,Furniture,0.7088946461677551
PC desktop used Max,BC214644955,computer desktop used max,9,,Technology,0.7116848945617675
Windows 10 Pro,BC313377873,windows 10 pro,8,,Technology,0.7072822928428649
CRM software volume license,BC930729364,crm software volume license,15,,Services,0.7258458256721496
Herman Miller brown Steelcase Leap,BC604816257,herman miller brown steelcase leap,14,,Furniture,0.7013340950012207
Anti virus per user,BC878647434,anti virus per user,17,,Services,0.7193148493766786
chiar,BC927749187,chiar,21,Furniture,Technology,0.6944215893745422
Teknion white armario,BC145296783,teknion white armario,21,,Technology,0.6993533849716187
DSL - Refurbished,BC800916306,dsl - refurbished,8,,Technology,0.7091157197952269
support technique,BC698826833,support technique,13,Services,Services,0.7221762180328368
