name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence
Ricoh Aficio dual-band,BC527392079,ricoh aficio dual-band,8,,Services,0.7737258764675049
black cabnet Model C-689,BC783858343,black cabnet model c-689,1,,Technology,0.7784439678361584
file cabinet Model Pro-619,BC718724891,file cabinet model pro-619,1,,Technology,0.7829481120279004
стул,BC797299908,стул,19,Furniture,Technology,0.7689710606240628
Knoll office sofa,BC833606377,knoll office sofa,5,,Technology,0.7644846061742758
gabinete,BC602574675,gabinete,2,Furniture,Services,0.7524223306715031
bureau,BC447972640,bureau,19,Furniture,Technology,0.762929593434274
Aeron chair,BC961995665,aeron chair,14,,Technology,0.7829634477680222
professional キャビネット,BC504378331,professional キャヒネット,0,Furniture,Services,0.752762735489102
ultra wide,BC892786126,ultra wide,12,Technology,Services,0.7635470641159974
Teknion glass executive desk Model C-718,BC698663298,teknion glass executive desk model c-718,1,,Technology,0.7724429125955273
كرسي,BC788165352,كرسي,19,Furniture,Technology,0.7705582727097867
Haworth fabric table Model Pro-544,BC686718533,haworth fabric table model pro-544,1,,Technology,0.7730209584405591
RDP software basic,BC114051099,rdp software basic,4,,Furniture,0.7468543261588525
setee,BC982978122,setee,19,Furniture,Technology,0.7601946343087552
ERP system premium,BC145090037,erp system premium,4,,Furniture,0.7572615355552148
task chair,BC659042709,task chair,19,Furniture,Technology,0.7793163407945035
compact height adjustable desk,BC108948759,compact height adjustable desk,3,Furniture,Technology,0.7539832498873987
ソファ,BC410075739,ソファ,11,Furniture,Technology,0.7542199504876099
LG UltraWide,BC835231799,large ultrawide,12,,Services,0.7671615493798218
Knoll sit-stand desk,BC590593090,knoll sit-stand desk,14,,Technology,0.7649199297016159
basic Steelcase desk,BC679745130,basic steelcase desk,16,,Technology,0.7740869978369543
Kimball professional canapé,BC771651925,kimball professional canape,14,,Technology,0.7563900281970993
lap top v3,BC947336680,lap top v3,8,Technology,Services,0.771216520922461
sectional,BC524995927,sectional,19,Furniture,Technology,0.7527879227303861
VPN service annual,BC750262890,vpn service annual,17,,Furniture,0.7551435840630494
인터넷 서비스 PLAN,BC595367749,인터넷 서비스 plan,2,,Services,0.7357054927885075
шкаф,BC145543743,шкаф,16,Furniture,Technology,0.7716206172407934
seet,BC550522411,seet,19,Furniture,Technology,0.7704354871415494
HP EliteDesk,BC620402022,hp elitedesk,8,,Services,0.7829244228771118
widescreen 2022,BC922790554,widescreen 2022,12,Technology,Services,0.7451781046891175
HON filing cabnet,BC184264458,hon filing cabnet,16,,Technology,0.7709935763777563
armario,BC183682466,armario,2,Furniture,Services,0.7692841866552372
filing cabinet,BC912497781,filing cabinet,3,Furniture,Technology,0.7599453236903467
DSL,BC690106975,dsl,7,,Furniture,0.752572374175313
armoire Model X-144,BC197915848,armoire model x-144,1,,Technology,0.7761035914590527
iCloud storage unlimited,BC327499388,icloud storage unlimited,7,,Furniture,0.7554477618439226
servicio de internet,BC396460161,servicio de internet,7,Services,Furniture,0.7773150370819597
Knoll file cabinet,BC441017812,knoll file cabinet,16,,Technology,0.7775840619505713
Herman Miller desk - Refurbished,BC672263097,herman miller desk - refurbished,14,,Technology,0.7516266038005844
インターネットサービス,BC244667571,インターネットサーヒス,0,Services,Services,0.7301131492883879
SOC service business,BC318830034,soc service business,4,,Furniture,0.7607750505507898
security support,BC134163406,security support,13,Services,Furniture,0.788636152747781
cloud backup per device,BC336999287,cloud backup per device,17,Services,Furniture,0.7700965416932068
SLA agreement enterprise,BC245284437,sla agreement enterprise,15,,Furniture,0.7511268825526821
Photoshop limited,BC739695468,photoshop limited,18,,Services,0.742555835769839
curved monitor,BC899641923,curved monitor,12,Technology,Services,0.7551781547570191
dedicated line per device subscription,BC699524216,dedicated line per device subscription,17,Services,Furniture,0.7521222246193848
برمجيات,BC569762050,برمجيات,0,Services,Services,0.7114044433862883
reception sofa,BC529280096,reception sofa,5,Furniture,Technology,0.7793516139066672
on-site support,BC168012695,on-site support,13,Services,Furniture,0.7717362690006802
photo printer wireless,BC396306713,photo printer wireless,18,Technology,Services,0.7692575245363185
Haworth computer desk Model A-419,BC435971123,haworth computer desk model a-419,1,,Technology,0.772794878022926
phone support package,BC448854016,phone support package,13,Services,Furniture,0.7692673850094387
gabinete,BC629855936,gabinete,2,Furniture,Services,0.7524223306715031
secondary display,BC559084418,secondary display,12,Technology,Services,0.7423306119942628
i-Mac,BC925310631,i-mac,9,,Services,0.7211662936816906
mesh armoire,BC420848110,mesh armoire,2,Furniture,Services,0.764858660989954
swivel chair,BC156999852,swivel chair,14,Furniture,Technology,0.7663242151325241
gabinete,BC655778818,gabinete,2,Furniture,Services,0.7524223306715031
диван,BC788691372,диван,11,Furniture,Technology,0.7775183332467042
large workspace Model C-889,BC144910623,large workspace model c-889,1,,Technology,0.7786931748559643
Global armoire,BC857134424,global armoire,2,,Services,0.7649612405836125
Steelcase premium Steelcase desk Model A-791,BC540396677,steelcase premium steelcase desk model a-791,1,,Technology,0.7780847306420972
OneDrive storage,BC695411648,onedrive storage,17,,Furniture,0.7509095085167847
internet service business,BC171508836,internet service business,7,Services,Furniture,0.7761243150932817
wardrobe,BC185260383,wardrobe,2,Furniture,Services,0.7476303556501408
counch,BC389758574,counch,19,Furniture,Technology,0.7601241816186307
deks,BC412651461,deks,3,Furniture,Technology,0.7520294692363062
ITSM service,BC687703577,itsm service,7,,Furniture,0.7837436364395647
SLA agreement,BC725996789,sla agreement,15,,Furniture,0.7533540697093594
chrome book used,BC587135978,chrome book used,8,Technology,Services,0.7680662366321472
SLA agreement,BC290136266,sla agreement,15,,Furniture,0.7533540697093594
BI tool standard subscription,BC329703585,bi tool standard subscription,6,,Furniture,0.750690623424837
drukarka Gen 2 - Refurbished,BC411152157,drukarka gen 2 - refurbished,8,,Services,0.7702857943942932
стул,BC134606221,стул,19,Furniture,Technology,0.7689710606240628
Dropbox Business per device,BC944356532,dropbox business per device,17,,Furniture,0.7522488248848878
work table,BC807478862,work table,10,Furniture,Technology,0.7685725977580232
support technique agreement,BC655091932,support technique agreement,13,Services,Furniture,0.7650826025044033
16GB RAM Computer v2,BC888412068,16gb ram computer v2,9,,Services,0.7296314049373364
desk,BC154245232,desk,3,Furniture,Technology,0.7825004961337366
Haworth small デスク,BC323818407,haworth small テスク,21,,Services,0.7347487813265043
Executive Seat EX-400,BC771939435,executive seat ex-400,1,,Technology,0.7676835413148572
Global glass cabnit,BC933135507,global glass cabnit,16,,Technology,0.7600192287863562
IT support basic license,BC690929397,it support basic license,13,,Furniture,0.7617140460049221
LCD monitor,BC677678962,lcd monitor,12,,Services,0.7659982455277405
Apple iMac 2024,BC365635280,apple imac 2024,8,,Services,0.7605248781612305
height adjustable desk,BC448594692,height adjustable desk,3,Furniture,Technology,0.7608473207797327
Adoby Creative enterprise,BC300164147,adoby creative enterprise,6,,Furniture,0.7473335706217974
Dropbox Business,BC196829676,dropbox business,4,,Furniture,0.7596531719268274
Windows 10 Pro,BC785075265,windows 10 pro,8,,Services,0.775466689722815
Used DSL premium,BC230955221,used dsl premium,8,,Services,0.7713408562114624
Steelcase divano,BC856035092,steelcase divano,16,,Technology,0.7676273444594214
HON swivel chair,BC522409833,hon swivel chair,14,,Technology,0.7759115030353562
bench Model Pro-337,BC762427117,bench model pro-337,1,,Technology,0.7852742428949048
인터넷 서비스 standard,BC215847550,인터넷 서비스 standard,2,Services,Services,0.7255400398313542
filing cabinet,BC123301671,filing cabinet,3,Furniture,Technology,0.7599453236903467
cabinet,BC371775842,cabinet,20,Furniture,Services,0.7432238669470849
キャビネット,BC757611451,キャヒネット,0,Furniture,Services,0.7394728666574675
database support unlimited,BC279110141,database support unlimited,13,Services,Furniture,0.7595710206066677
SIP trunk,BC758245879,sip trunk,16,,Technology,0.7459784606398413
monitor v3,BC440908961,monitor v3,12,Technology,Services,0.7585143459343873
plastic sofa Model X-348,BC146688450,plastic sofa model x-348,1,,Technology,0.7841298337152173
plastic office desk Model B-385,BC315495749,plastic office desk model b-385,1,,Technology,0.7758731599023511
canapé Model B-565,BC997969776,canape model b-565,1,,Technology,0.7839294428994824
managed services enterprise,BC920536715,managed services enterprise,4,Services,Furniture,0.7598089784682702
Anti-virus basic,BC704672023,anti-virus basic,17,,Furniture,0.7602719080948792
Adobe Creative Suite monthly bundle,BC582522615,adobe creative suite monthly bundle,6,,Furniture,0.7638472758753985
4K MONITOR BACKLIT,BC886411102,4k monitor backlit,12,,Services,0.7646117818856202
cadeira,BC553615317,cadeira,19,Furniture,Technology,0.7792427290582059
krzesło,BC229429404,krzesło,19,Furniture,Technology,0.7642625917100309
Haworth swivel chair,BC213294985,haworth swivel chair,14,,Technology,0.7652957369869248
ASUS PB278Q certified,BC196725836,asus pb278q certified,9,,Services,0.7266250062595104
HON イス,BC803040905,hon イス,0,,Services,0.734369934204312
table,BC317790892,table,10,Furniture,Technology,0.7427794029872102
стул,BC501535849,стул,19,Furniture,Technology,0.7689710606240628
LG UltraWide Gen 2,BC159124453,large ultrawide gen 2,12,,Services,0.7523542058968506
Lenovo ThinkPad,BC752817769,lenovo thinkpad,8,,Services,0.7718259188106446
طابعة dual-band,BC846326954,طابعة dual-band,18,Technology,Services,0.760567822979159
workstaton,BC432342748,workstaton,10,Furniture,Technology,0.7425557067553682
managed services,BC777153720,managed services,7,Services,Furniture,0.7793823049767046
Ofice 365,BC811871111,ofice 365,6,,Furniture,0.764584346912691
MS Office,BC796403636,ms office,4,,Furniture,0.7610816568435144
ergonomic chair,BC554773258,ergonomic chair,14,Furniture,Technology,0.7843579580371872
database support business,BC834773724,database support business,13,Services,Furniture,0.7656434822117397
RDP software,BC978505410,rdp software,4,,Furniture,0.7500713080466699
Kyocera ECOSYS dual-band,BC864524716,kyocera ecosys dual-band,8,,Services,0.7784718963077454
HP ProBook,BC176648733,hp probook,8,,Services,0.7801379057338623
Office 365,BC765931799,office 365,6,,Furniture,0.7720565043910235
compter,BC342217581,compter,21,Technology,Services,0.7363063102991301
принтер portable Plus,BC459910894,принтер portable plus,18,,Services,0.7628732710344264
SIP trunk enterprise,BC927636977,sip trunk enterprise,4,,Furniture,0.7509930342734765
IT support,BC638828465,it support,13,,Furniture,0.7770395326649258
Lounge Seating LS-200,BC218494225,lounge seating ls-200,5,,Technology,0.7487176279104208
4k monitor v3,BC761421566,4k monitor v3,12,Technology,Services,0.7617301953339539
steel szafa,BC164480705,steel szafa,16,Furniture,Technology,0.7758587459029028
deluxe skrivbord,BC508774805,deluxe skrivbord,8,Furniture,Services,0.7736947032382874
Chromebook,BC683579921,chromebook,8,,Services,0.7746127339771179
stol,BC780830076,stol,19,Furniture,Technology,0.7779468644761441
computadora backlit,BC863934819,computadora backlit,9,Technology,Services,0.7419438171992992
Used Anti virus per user,BC878647434,used anti virus per user,17,,Furniture,0.771797539045807
executive desk,BC431784498,executive desk,3,Furniture,Technology,0.7762746121730127
DSL premium,BC230955221,dsl premium,7,,Furniture,0.7588256166679888
iCloud storage,BC803740977,icloud storage,7,,Furniture,0.7630167768700151
premium cabnit,BC490922764,premium cabnit,16,Furniture,Technology,0.7605283716620276
ITSM service service,BC706496928,itsm service service,7,,Furniture,0.7801670001251726
biurko,BC921584159,biurko,3,Furniture,Technology,0.7544976975764551
bureau Model A-798,BC256571398,bureau model a-798,1,,Technology,0.7859773988893201
notebook,BC166582406,notebook,20,Technology,Services,0.7498415918425622
schreibtisch Model B-336,BC967949720,schreibtisch model b-336,1,,Technology,0.7636849637201001
Back-up software,BC220828027,back-up software,17,,Furniture,0.7444815648102723
height adjustable desk,BC524784283,height adjustable desk,3,Furniture,Technology,0.7608473207797327
shelf,BC274079423,shelf,20,Furniture,Services,0.7399707646445336
SD-WAN service per device,BC848438614,sd-wan service per device,17,,Furniture,0.7641979468369446
Adobe CC All Apps,BC486556226,adobe cc all apps,6,,Furniture,0.7595979415400713
SSH client,BC603330974,ssh client,17,,Furniture,0.7520330560708008
Lounge Seating LS-200 Model X-640,BC427012523,lounge seating ls-200 model x-640,1,,Technology,0.7748526091745068
Kimball loveseat,BC879872949,kimball loveseat,5,,Technology,0.7461760858571982
ITIL support,BC263162642,itil support,13,,Furniture,0.7719501304661343
cabnet,BC955220572,cabnet,16,Furniture,Technology,0.7637279489935705
notebook,BC992654825,notebook,20,Technology,Services,0.7498415918425622
MFP,BC891474266,mfp,20,,Services,0.7193948836402001
white armchair,BC301792175,white armchair,19,Furniture,Technology,0.755874728074014
premium sectional Model Pro-594,BC517304549,premium sectional model pro-594,1,,Technology,0.7806331868341138
1TB SSD Laptop touchscreen 2020,BC921837488,1tb ssd laptop touchscreen 2020,8,,Services,0.7662587257793335
iCloud storage service,BC905687707,icloud storage service,7,,Furniture,0.7732762263519792
label printer,BC561778017,label printer,18,Technology,Services,0.7742644339067408
HP OfficeJet,BC385891368,hp officejet,18,,Services,0.7636159449083277
Global bookcase,BC800587168,global bookcase,16,,Technology,0.7640008190573523
leather Aeron chair,BC744354734,leather aeron chair,14,,Technology,0.780799679953386
chrome book,BC481584364,chrome book,8,Technology,Services,0.768180677550116
cloud backup,BC367321301,cloud backup,17,Services,Furniture,0.7493260515236817
support contract package,BC307511166,support contract package,13,Services,Furniture,0.7677682685886928
on-site support,BC723876967,on-site support,13,Services,Furniture,0.7717362690006802
server maintenance,BC769136744,server maintenance,4,Services,Furniture,0.7622163504661035
stuhl,BC422481128,stuhl,19,Furniture,Technology,0.769847546925485
Salesforce Enterprise business,BC739018322,salesforce enterprise business,4,,Furniture,0.7679622382224511
wooden sofá,BC263369074,wooden sofa,11,Furniture,Technology,0.7629919660592042
soffa,BC295858216,soffa,11,Furniture,Technology,0.7567403924965821
sit-stand desk,BC757518717,sit-stand desk,3,Furniture,Technology,0.7711028363551417
wooden workstaton,BC897218787,wooden workstaton,10,Furniture,Technology,0.7492595603625459
ASUS Monitor,BC621089199,asus monitor,12,,Services,0.7587889445328675
deluxe sofa,BC333848350,deluxe sofa,5,Furniture,Technology,0.760165653613851
plastic Aeron chair,BC968451673,plastic aeron chair,14,,Technology,0.7793461014812485
Steelcase storage,BC292056726,steelcase storage,16,,Technology,0.7758153537215063
escritorio,BC587563596,escritorio,3,Furniture,Technology,0.7665157821025171
mesh filing cabinet,BC706570606,mesh filing cabinet,16,Furniture,Technology,0.7719590524138281
Steelcase Leap,BC128130121,steelcase leap,16,,Technology,0.7685706475676367
NOC service,BC562340417,noc service,7,,Furniture,0.7755143211586504
software support,BC853030195,software support,13,Services,Furniture,0.7940790700947353
sectional,BC697347361,sectional,19,Furniture,Technology,0.7527879227303861
managed services,BC458167668,managed services,7,Services,Furniture,0.7793823049767046
computer desk,BC372826122,computer desk,3,Furniture,Technology,0.7823156025256434
multifunction printer,BC993830749,multifunction printer,18,Technology,Services,0.7706998973352381
стул,BC885526510,стул,19,Furniture,Technology,0.7689710606240628
Global work desk,BC566177523,global work desk,3,,Technology,0.7644358780230799
Samsung Monitor,BC261795387,samsung monitor,12,,Services,0.7642090929055176
Google Workspace,BC547236783,google workspace,4,,Furniture,0.7529210657180261
managed services,BC486782357,managed services,7,Services,Furniture,0.7793823049767046
キャビネット,BC785605643,キャヒネット,0,Furniture,Services,0.7394728666574675
data plan - Refurbished,BC733846414,data plan - refurbished,8,,Services,0.7790907117298035
professional couch,BC528628393,professional couch,5,Furniture,Technology,0.7503171185529685
Kimball ソファ Model Pro-426,BC756598356,kimball ソファ model pro-426,1,,Technology,0.7716180439164807
bookcase - Refurbished,BC804623475,bookcase - refurbished,8,,Services,0.7792985531261353
モニター,BC629977010,モニター,0,Technology,Services,0.7330424195558745
plastic диван,BC338965760,plastic диван,11,Furniture,Technology,0.7554990661644898
Knoll イス,BC357227536,knoll イス,0,,Services,0.7360891109735686
VPN service,BC740178067,vpn service,7,,Furniture,0.7767625020248918
Dell P2419H,BC392201792,dell p2419h,8,,Services,0.7767694088390259
internet service,BC639449617,internet service,7,Services,Furniture,0.7905461953384905
computer v3,BC987077148,computer v3,9,Technology,Services,0.7444544244418835
white height adjustable desk,BC472929578,white height adjustable desk,3,Furniture,Technology,0.751123538240365
mesh shelf,BC783809682,mesh shelf,16,Furniture,Technology,0.7606437662543127
HP EliteDesk quiet,BC395627385,hp elitedesk quiet,8,,Services,0.774510810034552
digital device,BC858305156,digital device,9,Technology,Services,0.736434261859486
fabric مكتب,BC243974416,fabric مكتب,16,Furniture,Technology,0.771877096027262
Steelcase desk,BC209815321,steelcase desk,16,,Technology,0.7803345778883765
SD-WAN service,BC758347916,sd-wan service,7,,Furniture,0.77432157261205
printer,BC805315791,printer,18,Technology,Services,0.7750499039155909
stoarge cabinet,BC872493367,stoarge cabinet,16,Furniture,Technology,0.7745385626257727
compact szafa,BC750009892,compact szafa,16,Furniture,Technology,0.7777026751936743
antivirus software,BC322003929,antivirus software,17,Services,Furniture,0.7577663076424561
sofa,BC870780411,sofa,11,Furniture,Technology,0.7904008043312989
Kimball shelf,BC521815818,kimball shelf,16,,Technology,0.765561268657572
LG 27UK850 portable,BC303870775,large 27uk850 portable,8,,Services,0.7603350969722656
プリンター,BC248795415,フリンター,0,Technology,Services,0.722043753269406
sofá,BC718779908,sofa,11,Furniture,Technology,0.7904008043312989
의자,BC739124632,의자,2,Furniture,Services,0.738676188284113
RDP software,BC996782035,rdp software,4,,Furniture,0.7500713080466699
desk,BC317790892,desk,3,Furniture,Technology,0.7825004961337366
divan,BC654186806,divan,11,Furniture,Technology,0.7780407083535157
SAP business,BC147005473,sap business,4,,Furniture,0.7655080169738244
Used Office 365 E3,BC840831347,used office 365 e3,6,,Furniture,0.7615616165621966
AutoCAD site license,BC858733870,autocad site license,15,,Furniture,0.7553765745158779
Chair Model C-300,BC367063493,chair model c-300,1,,Technology,0.7843248601129224
sofa,BC544080348,sofa,11,Furniture,Technology,0.7904008043312989
SD-WAN service,BC834491630,sd-wan service,7,,Furniture,0.77432157261205
note book Pro,BC117504619,note book pro,8,,Services,0.7751504274776367
server maintenance premium,BC805375110,server maintenance premium,4,Services,Furniture,0.7564658731521081
DSL,BC800916306,dsl,7,,Furniture,0.752572374175313
desk,BC762562441,desk,3,Furniture,Technology,0.7825004961337366
gray Reception Sofa RS-100,BC298370042,gray reception sofa rs-100,5,,Technology,0.7605280498540854
Lenovo ThinkCentre,BC313867761,lenovo thinkcentre,8,,Services,0.7726758214404968
executive work table,BC926438998,executive work table,10,Furniture,Technology,0.7620391538302583
Knoll compact armario Model Pro-657,BC690814307,knoll compact armario model pro-657,1,,Technology,0.772785341279762
VPN service subscription,BC368323917,vpn service subscription,17,,Furniture,0.7554702771210633
Used workstation Model Pro-997,BC836527450,used workstation model pro-997,1,,Technology,0.7835767026117016
TEKNION WHITE ARMARIO,BC145296783,teknion white armario,21,,Services,0.7437763816148955
pantalla,BC469930807,pantalla,12,Technology,Services,0.7449458253884278
Kyocera ECOSYS,BC649397669,kyocera ecosys,8,,Services,0.778426358359137
dsplay 2022,BC256860613,dsplay 2022,8,Technology,Services,0.7527257296016602
27-inch All-in-One professional,BC682756272,27-inch all-in-one professional,8,,Services,0.7545586320331482
HP EliteDesk 2020,BC410950586,hp elitedesk 2020,8,,Services,0.7747389170101074
IKEA イス,BC808165309,ikea イス,0,,Services,0.735887587669583
dedicated line business,BC762441268,dedicated line business,4,Services,Furniture,0.7489649266303491
drukarka Gen 2,BC411152157,drukarka gen 2,18,,Services,0.7483988194925257
sofa,BC248614668,sofa,11,Furniture,Technology,0.7904008043312989
compact work desk,BC202396373,compact work desk,3,Furniture,Technology,0.7662558462466517
database support - Refurbished,BC282879331,database support - refurbished,13,,Furniture,0.7535986352001736
مكتب,BC269840673,مكتب,19,Furniture,Technology,0.7560109842919706
Steelcase 소파,BC977516280,steelcase 소파,16,,Technology,0.7698639491499731
Anti-virus basic subscription,BC712062546,anti-virus basic subscription,17,,Furniture,0.7657650721573792
IKEA イス,BC522052175,ikea イス,0,,Services,0.735887587669583
office chair,BC125991885,office chair,19,Furniture,Technology,0.7856174458169339
bureau,BC545801065,bureau,19,Furniture,Technology,0.762929593434274
ソフトウェア monthly,BC386541544,ソフトウェア monthly,0,Services,Services,0.7406387931139189
security support per device license,BC933241446,security support per device license,15,Services,Furniture,0.7566733331676113
خزانة Model C-949,BC771435478,خزانة model c-949,1,,Technology,0.777926599519508
lap top v2,BC162599172,lap top v2,8,Technology,Services,0.7707197162082581
couch Model A-882,BC427618008,couch model a-882,1,,Technology,0.7794713134935071
drukarka,BC502720908,drukarka,18,Technology,Services,0.7422024398309657
plastic divano Model X-967,BC133579936,plastic divano model x-967,1,,Technology,0.784643387334602
security support,BC764264860,security support,13,Services,Furniture,0.788636152747781
HON mesh cabnit,BC714109940,hon mesh cabnit,16,,Technology,0.7738242605627844
large task chair,BC845095823,large task chair,14,Furniture,Technology,0.7710419823711411
Herman Miller Sayl,BC808777380,herman miller sayl,14,,Technology,0.7383530666416184
cell phone plan business,BC171013341,cell phone plan business,4,Services,Furniture,0.7625369638503503
white filing cabnet,BC427258676,white filing cabnet,16,Furniture,Technology,0.7644212702215979
executive standing table,BC369183038,executive standing table,10,Furniture,Technology,0.745003788725583
security support,BC641949014,security support,13,Services,Furniture,0.788636152747781
managed services,BC752759821,managed services,7,Services,Furniture,0.7793823049767046
Global filing cabnet,BC356395115,global filing cabnet,16,,Technology,0.7634202102125952
Teknion leather イス,BC427296749,teknion leather イス,21,,Services,0.7428852325708586
Azure subscription enterprise,BC278763625,azure subscription enterprise,6,,Furniture,0.7612128697856158
كرسي,BC737670731,كرسي,19,Furniture,Technology,0.7705582727097867
schrank - Refurbished,BC140519046,schrank - refurbished,8,,Services,0.7733430954387573
deask,BC353622930,deask,20,Furniture,Services,0.7337857694701256
leather stuhl,BC772648626,leather stuhl,14,Furniture,Technology,0.7667518784587876
mesa de trabajo,BC571070826,mesa de trabajo,10,Furniture,Technology,0.737905411974637
B&W printer quiet,BC355419939,bw printer quiet,18,,Services,0.7507167249185511
برمجيات plan,BC262895422,برمجيات plan,4,Services,Furniture,0.7474079937041711
Adobe CC limited,BC523400459,adobe cc limited,6,,Furniture,0.7526183568461626
stoarge cabinet,BC343436246,stoarge cabinet,16,Furniture,Technology,0.7745385626257727
Workstation WS-Pro,BC677532596,workstation ws-pro,8,,Services,0.7787293883731751
Herman Miller desk,BC672263097,herman miller desk,14,,Technology,0.7672132184093491
iCloud storage professional,BC662715631,icloud storage professional,7,,Furniture,0.7640785740120439
IKEA filing cabnet Model Pro-794,BC835126913,ikea filing cabnet model pro-794,1,,Technology,0.7800307030847241
Logiciel bureautique enterprise agreement,BC884679098,logiciel bureautique enterprise agreement,4,,Furniture,0.7604083627761316
bildschirm enterprise,BC621162378,bildschirm enterprise,12,Technology,Services,0.7437015188240967
compter v2,BC579166131,compter v2,21,Technology,Services,0.7272364503175932
IKEA desk Model C-340,BC685861719,ikea desk model c-340,1,,Technology,0.7794008608033826
cloud backup site license,BC342958848,cloud backup site license,15,Services,Furniture,0.7575546474452602
sofá,BC904441314,sofa,11,Furniture,Technology,0.7904008639359437
PC desktop used Max,BC214644955,piece desktop used max,8,,Services,0.7705943676402954
Windows 10 Pro,BC313377873,windows 10 pro,8,,Services,0.775466689722815
CRM software volume license,BC930729364,crm software volume license,15,,Furniture,0.7559353680606472
Herman Miller brown Steelcase Leap,BC604816257,herman miller brown steelcase leap,14,,Technology,0.7374753882473007
Anti virus per user,BC878647434,anti virus per user,17,,Furniture,0.7768518937134705
chiar,BC927749187,chiar,21,Furniture,Services,0.7260992532999235
Teknion white armario,BC145296783,teknion white armario,21,,Services,0.7437763816148955
DSL - Refurbished,BC800916306,dsl - refurbished,8,,Services,0.7803936692645935
support technique,BC698826833,support technique,13,Services,Furniture,0.7833809304272243
