name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence
Aeron chair,BC961995665,aeron chair,14,Furniture,Uncategorized,0.0
professional キャビネット,BC504378331,professional キャヒネット,0,Furniture,Uncategorized,0.0
ultra wide,BC892786126,ultra wide,12,Technology,Uncategorized,0.0
Teknion glass executive desk Model C-718,BC698663298,teknion glass executive desk model c-718,1,Furniture,Uncategorized,0.0
كرسي,BC788165352,كرسي,19,Furniture,Uncategorized,0.0
Haworth fabric table Model Pro-544,BC686718533,haworth fabric table model pro-544,1,Furniture,Uncategorized,0.0
RDP software basic,BC114051099,rdp software basic,4,Services,Uncategorized,0.0
setee,BC982978122,setee,19,Furniture,Uncategorized,0.0
ERP system premium,BC145090037,erp system premium,4,Services,Uncategorized,0.0
task chair,BC659042709,task chair,19,Furniture,Uncategorized,0.0
compact height adjustable desk,BC108948759,compact height adjustable desk,3,Furniture,Uncategorized,0.0
ソファ,BC410075739,ソファ,11,Furniture,Uncategorized,0.0
LG UltraWide,BC835231799,large ultrawide,12,Technology,Uncategorized,0.0
Knoll sit-stand desk,BC590593090,knoll sit-stand desk,14,Furniture,Uncategorized,0.0
basic Steelcase desk,BC679745130,basic steelcase desk,16,Furniture,Uncategorized,0.0
Kimball professional canapé,BC771651925,kimball professional canape,14,Furniture,Uncategorized,0.0
lap top v3,BC947336680,lap top v3,8,Technology,Uncategorized,0.0
sectional,BC524995927,sectional,19,Furniture,Uncategorized,0.0
VPN service annual,BC750262890,vpn service annual,17,Services,Uncategorized,0.0
인터넷 서비스 PLAN,BC595367749,인터넷 서비스 plan,2,Services,Uncategorized,0.0
шкаф,BC145543743,шкаф,16,Furniture,Uncategorized,0.0
seet,BC550522411,seet,19,Furniture,Uncategorized,0.0
HP EliteDesk,BC620402022,hp elitedesk,8,Technology,Uncategorized,0.0
widescreen 2022,BC922790554,widescreen 2022,12,Technology,Uncategorized,0.0
HON filing cabnet,BC184264458,hon filing cabnet,16,Furniture,Uncategorized,0.0
armario,BC183682466,armario,2,Furniture,Uncategorized,0.0
filing cabinet,BC912497781,filing cabinet,3,Furniture,Uncategorized,0.0
DSL,BC690106975,dsl,7,Services,Uncategorized,0.0
armoire Model X-144,BC197915848,armoire model x-144,1,Furniture,Uncategorized,0.0
iCloud storage unlimited,BC327499388,icloud storage unlimited,7,Services,Uncategorized,0.0
servicio de internet,BC396460161,servicio de internet,7,Services,Uncategorized,0.0
Knoll file cabinet,BC441017812,knoll file cabinet,16,Furniture,Uncategorized,0.0
Herman Miller desk - Refurbished,BC672263097,herman miller desk - refurbished,14,Furniture,Uncategorized,0.0
インターネットサービス,BC244667571,インターネットサーヒス,0,Services,Uncategorized,0.0
SOC service business,BC318830034,soc service business,4,Services,Uncategorized,0.0
security support,BC134163406,security support,13,Services,Uncategorized,0.0
cloud backup per device,BC336999287,cloud backup per device,17,Services,Uncategorized,0.0
SLA agreement enterprise,BC245284437,sla agreement enterprise,15,Services,Uncategorized,0.0
Photoshop limited,BC739695468,photoshop limited,18,Services,Uncategorized,0.0
curved monitor,BC899641923,curved monitor,12,Technology,Uncategorized,0.0
dedicated line per device subscription,BC699524216,dedicated line per device subscription,17,Services,Uncategorized,0.0
برمجيات,BC569762050,برمجيات,0,Services,Uncategorized,0.0
reception sofa,BC529280096,reception sofa,5,Furniture,Uncategorized,0.0
on-site support,BC168012695,on-site support,13,Services,Uncategorized,0.0
photo printer wireless,BC396306713,photo printer wireless,18,Technology,Uncategorized,0.0
Haworth computer desk Model A-419,BC435971123,haworth computer desk model a-419,1,Furniture,Uncategorized,0.0
phone support package,BC448854016,phone support package,13,Services,Uncategorized,0.0
gabinete,BC629855936,gabinete,2,Furniture,Uncategorized,0.0
secondary display,BC559084418,secondary display,12,Technology,Uncategorized,0.0
i-Mac,BC925310631,i-mac,9,Technology,Uncategorized,0.0
mesh armoire,BC420848110,mesh armoire,2,Furniture,Uncategorized,0.0
swivel chair,BC156999852,swivel chair,14,Furniture,Uncategorized,0.0
gabinete,BC655778818,gabinete,2,Furniture,Uncategorized,0.0
диван,BC788691372,диван,11,Furniture,Uncategorized,0.0
large workspace Model C-889,BC144910623,large workspace model c-889,1,Furniture,Uncategorized,0.0
Global armoire,BC857134424,global armoire,2,Furniture,Uncategorized,0.0
Steelcase premium Steelcase desk Model A-791,BC540396677,steelcase premium steelcase desk model a-791,1,Furniture,Uncategorized,0.0
OneDrive storage,BC695411648,onedrive storage,17,Services,Uncategorized,0.0
internet service business,BC171508836,internet service business,7,Services,Uncategorized,0.0
wardrobe,BC185260383,wardrobe,2,Furniture,Uncategorized,0.0
counch,BC389758574,counch,19,Furniture,Uncategorized,0.0
deks,BC412651461,deks,3,Furniture,Uncategorized,0.0
ITSM service,BC687703577,itsm service,7,Services,Uncategorized,0.0
SLA agreement,BC725996789,sla agreement,15,Services,Uncategorized,0.0
chrome book used,BC587135978,chrome book used,8,Technology,Uncategorized,0.0
SLA agreement,BC290136266,sla agreement,15,Services,Uncategorized,0.0
BI tool standard subscription,BC329703585,bi tool standard subscription,6,Services,Uncategorized,0.0
drukarka Gen 2 - Refurbished,BC411152157,drukarka gen 2 - refurbished,8,Technology,Uncategorized,0.0
стул,BC134606221,стул,19,Furniture,Uncategorized,0.0
Dropbox Business per device,BC944356532,dropbox business per device,17,Services,Uncategorized,0.0
work table,BC807478862,work table,10,Furniture,Uncategorized,0.0
support technique agreement,BC655091932,support technique agreement,13,Services,Uncategorized,0.0
16GB RAM Computer v2,BC888412068,16gb ram computer v2,9,Technology,Uncategorized,0.0
desk,BC154245232,desk,3,Furniture,Uncategorized,0.0
Haworth small デスク,BC323818407,haworth small テスク,21,Furniture,Uncategorized,0.0
Executive Seat EX-400,BC771939435,executive seat ex-400,1,Furniture,Uncategorized,0.0
Global glass cabnit,BC933135507,global glass cabnit,16,Furniture,Uncategorized,0.0
IT support basic license,BC690929397,it support basic license,13,Services,Uncategorized,0.0
LCD monitor,BC677678962,lcd monitor,12,Technology,Uncategorized,0.0
Apple iMac 2024,BC365635280,apple imac 2024,8,Technology,Uncategorized,0.0
height adjustable desk,BC448594692,height adjustable desk,3,Furniture,Uncategorized,0.0
Adoby Creative enterprise,BC300164147,adoby creative enterprise,6,Services,Uncategorized,0.0
Dropbox Business,BC196829676,dropbox business,4,Services,Uncategorized,0.0
Windows 10 Pro,BC785075265,windows 10 pro,8,Services,Uncategorized,0.0
Used DSL premium,BC230955221,used dsl premium,8,Services,Uncategorized,0.0
Steelcase divano,BC856035092,steelcase divano,16,Furniture,Uncategorized,0.0
HON swivel chair,BC522409833,hon swivel chair,14,Furniture,Uncategorized,0.0
bench Model Pro-337,BC762427117,bench model pro-337,1,Furniture,Uncategorized,0.0
인터넷 서비스 standard,BC215847550,인터넷 서비스 standard,2,Services,Uncategorized,0.0
filing cabinet,BC123301671,filing cabinet,3,Furniture,Uncategorized,0.0
cabinet,BC371775842,cabinet,20,Furniture,Uncategorized,0.0
キャビネット,BC757611451,キャヒネット,0,Furniture,Uncategorized,0.0
database support unlimited,BC279110141,database support unlimited,13,Services,Uncategorized,0.0
SIP trunk,BC758245879,sip trunk,16,Services,Uncategorized,0.0
monitor v3,BC440908961,monitor v3,12,Technology,Uncategorized,0.0
plastic sofa Model X-348,BC146688450,plastic sofa model x-348,1,Furniture,Uncategorized,0.0
plastic office desk Model B-385,BC315495749,plastic office desk model b-385,1,Furniture,Uncategorized,0.0
canapé Model B-565,BC997969776,canape model b-565,1,Furniture,Uncategorized,0.0
managed services enterprise,BC920536715,managed services enterprise,4,Services,Uncategorized,0.0
Anti-virus basic,BC704672023,anti-virus basic,17,Services,Uncategorized,0.0
Adobe Creative Suite monthly bundle,BC582522615,adobe creative suite monthly bundle,6,Services,Uncategorized,0.0
4K MONITOR BACKLIT,BC886411102,4k monitor backlit,12,Technology,Uncategorized,0.0
cadeira,BC553615317,cadeira,19,Furniture,Uncategorized,0.0
krzesło,BC229429404,krzesło,19,Furniture,Uncategorized,0.0
Haworth swivel chair,BC213294985,haworth swivel chair,14,Furniture,Uncategorized,0.0
ASUS PB278Q certified,BC196725836,asus pb278q certified,9,Technology,Uncategorized,0.0
HON イス,BC803040905,hon イス,0,Furniture,Uncategorized,0.0
table,BC317790892,table,10,Furniture,Uncategorized,0.0
стул,BC501535849,стул,19,Furniture,Uncategorized,0.0
LG UltraWide Gen 2,BC159124453,large ultrawide gen 2,12,Technology,Uncategorized,0.0
Lenovo ThinkPad,BC752817769,lenovo thinkpad,8,Technology,Uncategorized,0.0
طابعة dual-band,BC846326954,طابعة dual-band,18,Technology,Uncategorized,0.0
workstaton,BC432342748,workstaton,10,Furniture,Uncategorized,0.0
managed services,BC777153720,managed services,7,Services,Uncategorized,0.0
Ofice 365,BC811871111,ofice 365,6,Services,Uncategorized,0.0
MS Office,BC796403636,ms office,4,Services,Uncategorized,0.0
ergonomic chair,BC554773258,ergonomic chair,14,Furniture,Uncategorized,0.0
database support business,BC834773724,database support business,13,Services,Uncategorized,0.0
RDP software,BC978505410,rdp software,4,Services,Uncategorized,0.0
Kyocera ECOSYS dual-band,BC864524716,kyocera ecosys dual-band,8,Technology,Uncategorized,0.0
HP ProBook,BC176648733,hp probook,8,Technology,Uncategorized,0.0
Office 365,BC765931799,office 365,6,Services,Uncategorized,0.0
compter,BC342217581,compter,21,Technology,Uncategorized,0.0
принтер portable Plus,BC459910894,принтер portable plus,18,Technology,Uncategorized,0.0
SIP trunk enterprise,BC927636977,sip trunk enterprise,4,Services,Uncategorized,0.0
IT support,BC638828465,it support,13,Services,Uncategorized,0.0
Lounge Seating LS-200,BC218494225,lounge seating ls-200,5,Furniture,Uncategorized,0.0
4k monitor v3,BC761421566,4k monitor v3,12,Technology,Uncategorized,0.0
steel szafa,BC164480705,steel szafa,16,Furniture,Uncategorized,0.0
deluxe skrivbord,BC508774805,deluxe skrivbord,8,Furniture,Uncategorized,0.0
Chromebook,BC683579921,chromebook,8,Technology,Uncategorized,0.0
stol,BC780830076,stol,19,Furniture,Uncategorized,0.0
computadora backlit,BC863934819,computadora backlit,9,Technology,Uncategorized,0.0
Used Anti virus per user,BC878647434,used anti virus per user,17,Services,Uncategorized,0.0
executive desk,BC431784498,executive desk,3,Furniture,Uncategorized,0.0
DSL premium,BC230955221,dsl premium,7,Services,Uncategorized,0.0
iCloud storage,BC803740977,icloud storage,7,Services,Uncategorized,0.0
premium cabnit,BC490922764,premium cabnit,16,Furniture,Uncategorized,0.0
ITSM service service,BC706496928,itsm service service,7,Services,Uncategorized,0.0
biurko,BC921584159,biurko,3,Furniture,Uncategorized,0.0
bureau Model A-798,BC256571398,bureau model a-798,1,Furniture,Uncategorized,0.0
notebook,BC166582406,notebook,20,Technology,Uncategorized,0.0
schreibtisch Model B-336,BC967949720,schreibtisch model b-336,1,Furniture,Uncategorized,0.0
Back-up software,BC220828027,back-up software,17,Services,Uncategorized,0.0
height adjustable desk,BC524784283,height adjustable desk,3,Furniture,Uncategorized,0.0
shelf,BC274079423,shelf,20,Furniture,Uncategorized,0.0
SD-WAN service per device,BC848438614,sd-wan service per device,17,Services,Uncategorized,0.0
Adobe CC All Apps,BC486556226,adobe cc all apps,6,Services,Uncategorized,0.0
SSH client,BC603330974,ssh client,17,Services,Uncategorized,0.0
Lounge Seating LS-200 Model X-640,BC427012523,lounge seating ls-200 model x-640,1,Furniture,Uncategorized,0.0
Kimball loveseat,BC879872949,kimball loveseat,5,Furniture,Uncategorized,0.0
ITIL support,BC263162642,itil support,13,Services,Uncategorized,0.0
cabnet,BC955220572,cabnet,16,Furniture,Uncategorized,0.0
notebook,BC992654825,notebook,20,Technology,Uncategorized,0.0
MFP,BC891474266,mfp,20,Technology,Uncategorized,0.0
white armchair,BC301792175,white armchair,19,Furniture,Uncategorized,0.0
premium sectional Model Pro-594,BC517304549,premium sectional model pro-594,1,Furniture,Uncategorized,0.0
1TB SSD Laptop touchscreen 2020,BC921837488,1tb ssd laptop touchscreen 2020,8,Technology,Uncategorized,0.0
iCloud storage service,BC905687707,icloud storage service,7,Services,Uncategorized,0.0
label printer,BC561778017,label printer,18,Technology,Uncategorized,0.0
HP OfficeJet,BC385891368,hp officejet,18,Technology,Uncategorized,0.0
Global bookcase,BC800587168,global bookcase,16,Furniture,Uncategorized,0.0
leather Aeron chair,BC744354734,leather aeron chair,14,Furniture,Uncategorized,0.0
chrome book,BC481584364,chrome book,8,Technology,Uncategorized,0.0
cloud backup,BC367321301,cloud backup,17,Services,Uncategorized,0.0
support contract package,BC307511166,support contract package,13,Services,Uncategorized,0.0
on-site support,BC723876967,on-site support,13,Services,Uncategorized,0.0
server maintenance,BC769136744,server maintenance,4,Services,Uncategorized,0.0
stuhl,BC422481128,stuhl,19,Furniture,Uncategorized,0.0
Salesforce Enterprise business,BC739018322,salesforce enterprise business,4,Services,Uncategorized,0.0
wooden sofá,BC263369074,wooden sofa,11,Furniture,Uncategorized,0.0
soffa,BC295858216,soffa,11,Furniture,Uncategorized,0.0
sit-stand desk,BC757518717,sit-stand desk,3,Furniture,Uncategorized,0.0
wooden workstaton,BC897218787,wooden workstaton,10,Furniture,Uncategorized,0.0
ASUS Monitor,BC621089199,asus monitor,12,Technology,Uncategorized,0.0
deluxe sofa,BC333848350,deluxe sofa,5,Furniture,Uncategorized,0.0
plastic Aeron chair,BC968451673,plastic aeron chair,14,Furniture,Uncategorized,0.0
Steelcase storage,BC292056726,steelcase storage,16,Furniture,Uncategorized,0.0
escritorio,BC587563596,escritorio,3,Furniture,Uncategorized,0.0
mesh filing cabinet,BC706570606,mesh filing cabinet,16,Furniture,Uncategorized,0.0
Steelcase Leap,BC128130121,steelcase leap,16,Furniture,Uncategorized,0.0
NOC service,BC562340417,noc service,7,Services,Uncategorized,0.0
software support,BC853030195,software support,13,Services,Uncategorized,0.0
sectional,BC697347361,sectional,19,Furniture,Uncategorized,0.0
managed services,BC458167668,managed services,7,Services,Uncategorized,0.0
computer desk,BC372826122,computer desk,3,Furniture,Uncategorized,0.0
multifunction printer,BC993830749,multifunction printer,18,Technology,Uncategorized,0.0
стул,BC885526510,стул,19,Furniture,Uncategorized,0.0
Global work desk,BC566177523,global work desk,3,Furniture,Uncategorized,0.0
Samsung Monitor,BC261795387,samsung monitor,12,Technology,Uncategorized,0.0
Google Workspace,BC547236783,google workspace,4,Services,Uncategorized,0.0
managed services,BC486782357,managed services,7,Services,Uncategorized,0.0
キャビネット,BC785605643,キャヒネット,0,Furniture,Uncategorized,0.0
data plan - Refurbished,BC733846414,data plan - refurbished,8,Services,Uncategorized,0.0
professional couch,BC528628393,professional couch,5,Furniture,Uncategorized,0.0
Kimball ソファ Model Pro-426,BC756598356,kimball ソファ model pro-426,1,Furniture,Uncategorized,0.0
bookcase - Refurbished,BC804623475,bookcase - refurbished,8,Furniture,Uncategorized,0.0
モニター,BC629977010,モニター,0,Technology,Uncategorized,0.0
plastic диван,BC338965760,plastic диван,11,Furniture,Uncategorized,0.0
Knoll イス,BC357227536,knoll イス,0,Furniture,Uncategorized,0.0
VPN service,BC740178067,vpn service,7,Services,Uncategorized,0.0
Dell P2419H,BC392201792,dell p2419h,8,Technology,Uncategorized,0.0
internet service,BC639449617,internet service,7,Services,Uncategorized,0.0
computer v3,BC987077148,computer v3,9,Technology,Uncategorized,0.0
white height adjustable desk,BC472929578,white height adjustable desk,3,Furniture,Uncategorized,0.0
mesh shelf,BC783809682,mesh shelf,16,Furniture,Uncategorized,0.0
HP EliteDesk quiet,BC395627385,hp elitedesk quiet,8,Technology,Uncategorized,0.0
digital device,BC858305156,digital device,9,Technology,Uncategorized,0.0
fabric مكتب,BC243974416,fabric مكتب,16,Furniture,Uncategorized,0.0
Steelcase desk,BC209815321,steelcase desk,16,Furniture,Uncategorized,0.0
SD-WAN service,BC758347916,sd-wan service,7,Services,Uncategorized,0.0
printer,BC805315791,printer,18,Technology,Uncategorized,0.0
stoarge cabinet,BC872493367,stoarge cabinet,16,Furniture,Uncategorized,0.0
compact szafa,BC750009892,compact szafa,16,Furniture,Uncategorized,0.0
antivirus software,BC322003929,antivirus software,17,Services,Uncategorized,0.0
sofa,BC870780411,sofa,11,Furniture,Uncategorized,0.0
Kimball shelf,BC521815818,kimball shelf,16,Furniture,Uncategorized,0.0
LG 27UK850 portable,BC303870775,large 27uk850 portable,8,Technology,Uncategorized,0.0
プリンター,BC248795415,フリンター,0,Technology,Uncategorized,0.0
sofá,BC718779908,sofa,11,Furniture,Uncategorized,0.0
의자,BC739124632,의자,2,Furniture,Uncategorized,0.0
RDP software,BC996782035,rdp software,4,Services,Uncategorized,0.0
desk,BC317790892,desk,3,Furniture,Uncategorized,0.0
divan,BC654186806,divan,11,Furniture,Uncategorized,0.0
SAP business,BC147005473,sap business,4,Services,Uncategorized,0.0
Used Office 365 E3,BC840831347,used office 365 e3,6,Services,Uncategorized,0.0
AutoCAD site license,BC858733870,autocad site license,15,Services,Uncategorized,0.0
Chair Model C-300,BC367063493,chair model c-300,1,Furniture,Uncategorized,0.0
sofa,BC544080348,sofa,11,Furniture,Uncategorized,0.0
SD-WAN service,BC834491630,sd-wan service,7,Services,Uncategorized,0.0
note book Pro,BC117504619,note book pro,8,Technology,Uncategorized,0.0
server maintenance premium,BC805375110,server maintenance premium,4,Services,Uncategorized,0.0
DSL,BC800916306,dsl,7,Services,Uncategorized,0.0
desk,BC762562441,desk,3,Furniture,Uncategorized,0.0
gray Reception Sofa RS-100,BC298370042,gray reception sofa rs-100,5,Furniture,Uncategorized,0.0
Lenovo ThinkCentre,BC313867761,lenovo thinkcentre,8,Technology,Uncategorized,0.0
executive work table,BC926438998,executive work table,10,Furniture,Uncategorized,0.0
Knoll compact armario Model Pro-657,BC690814307,knoll compact armario model pro-657,1,Furniture,Uncategorized,0.0
VPN service subscription,BC368323917,vpn service subscription,17,Services,Uncategorized,0.0
Used workstation Model Pro-997,BC836527450,used workstation model pro-997,1,Furniture,Uncategorized,0.0
TEKNION WHITE ARMARIO,BC145296783,teknion white armario,21,Furniture,Uncategorized,0.0
pantalla,BC469930807,pantalla,12,Technology,Uncategorized,0.0
Kyocera ECOSYS,BC649397669,kyocera ecosys,8,Technology,Uncategorized,0.0
dsplay 2022,BC256860613,dsplay 2022,8,Technology,Uncategorized,0.0
27-inch All-in-One professional,BC682756272,27-inch all-in-one professional,8,Technology,Uncategorized,0.0
HP EliteDesk 2020,BC410950586,hp elitedesk 2020,8,Technology,Uncategorized,0.0
IKEA イス,BC808165309,ikea イス,0,Furniture,Uncategorized,0.0
dedicated line business,BC762441268,dedicated line business,4,Services,Uncategorized,0.0
drukarka Gen 2,BC411152157,drukarka gen 2,18,Technology,Uncategorized,0.0
sofa,BC248614668,sofa,11,Furniture,Uncategorized,0.0
compact work desk,BC202396373,compact work desk,3,Furniture,Uncategorized,0.0
database support - Refurbished,BC282879331,database support - refurbished,13,Services,Uncategorized,0.0
مكتب,BC269840673,مكتب,19,Furniture,Uncategorized,0.0
Steelcase 소파,BC977516280,steelcase 소파,16,Furniture,Uncategorized,0.0
Anti-virus basic subscription,BC712062546,anti-virus basic subscription,17,Services,Uncategorized,0.0
IKEA イス,BC522052175,ikea イス,0,Furniture,Uncategorized,0.0
office chair,BC125991885,office chair,19,Furniture,Uncategorized,0.0
bureau,BC545801065,bureau,19,Furniture,Uncategorized,0.0
ソフトウェア monthly,BC386541544,ソフトウェア monthly,0,Services,Uncategorized,0.0
security support per device license,BC933241446,security support per device license,15,Services,Uncategorized,0.0
خزانة Model C-949,BC771435478,خزانة model c-949,1,Furniture,Uncategorized,0.0
lap top v2,BC162599172,lap top v2,8,Technology,Uncategorized,0.0
couch Model A-882,BC427618008,couch model a-882,1,Furniture,Uncategorized,0.0
drukarka,BC502720908,drukarka,18,Technology,Uncategorized,0.0
plastic divano Model X-967,BC133579936,plastic divano model x-967,1,Furniture,Uncategorized,0.0
security support,BC764264860,security support,13,Services,Uncategorized,0.0
HON mesh cabnit,BC714109940,hon mesh cabnit,16,Furniture,Uncategorized,0.0
large task chair,BC845095823,large task chair,14,Furniture,Uncategorized,0.0
Herman Miller Sayl,BC808777380,herman miller sayl,14,Furniture,Uncategorized,0.0
cell phone plan business,BC171013341,cell phone plan business,4,Services,Uncategorized,0.0
white filing cabnet,BC427258676,white filing cabnet,16,Furniture,Uncategorized,0.0
executive standing table,BC369183038,executive standing table,10,Furniture,Uncategorized,0.0
security support,BC641949014,security support,13,Services,Uncategorized,0.0
managed services,BC752759821,managed services,7,Services,Uncategorized,0.0
Global filing cabnet,BC356395115,global filing cabnet,16,Furniture,Uncategorized,0.0
Teknion leather イス,BC427296749,teknion leather イス,21,Furniture,Uncategorized,0.0
Azure subscription enterprise,BC278763625,azure subscription enterprise,6,Services,Uncategorized,0.0
كرسي,BC737670731,كرسي,19,Furniture,Uncategorized,0.0
schrank - Refurbished,BC140519046,schrank - refurbished,8,Furniture,Uncategorized,0.0
deask,BC353622930,deask,20,Furniture,Uncategorized,0.0
leather stuhl,BC772648626,leather stuhl,14,Furniture,Uncategorized,0.0
mesa de trabajo,BC571070826,mesa de trabajo,10,Furniture,Uncategorized,0.0
B&W printer quiet,BC355419939,bw printer quiet,18,Technology,Uncategorized,0.0
برمجيات plan,BC262895422,برمجيات plan,4,Services,Uncategorized,0.0
Adobe CC limited,BC523400459,adobe cc limited,6,Services,Uncategorized,0.0
stoarge cabinet,BC343436246,stoarge cabinet,16,Furniture,Uncategorized,0.0
Workstation WS-Pro,BC677532596,workstation ws-pro,8,Furniture,Uncategorized,0.0
Herman Miller desk,BC672263097,herman miller desk,14,Furniture,Uncategorized,0.0
iCloud storage professional,BC662715631,icloud storage professional,7,Services,Uncategorized,0.0
IKEA filing cabnet Model Pro-794,BC835126913,ikea filing cabnet model pro-794,1,Furniture,Uncategorized,0.0
Logiciel bureautique enterprise agreement,BC884679098,logiciel bureautique enterprise agreement,4,Services,Uncategorized,0.0
bildschirm enterprise,BC621162378,bildschirm enterprise,12,Technology,Uncategorized,0.0
compter v2,BC579166131,compter v2,21,Technology,Uncategorized,0.0
IKEA desk Model C-340,BC685861719,ikea desk model c-340,1,Furniture,Uncategorized,0.0
cloud backup site license,BC342958848,cloud backup site license,15,Services,Uncategorized,0.0
sofá,BC904441314,sofa,11,Furniture,Uncategorized,0.0
PC desktop used Max,BC214644955,piece desktop used max,8,Technology,Uncategorized,0.0
Windows 10 Pro,BC313377873,windows 10 pro,8,Services,Uncategorized,0.0
CRM software volume license,BC930729364,crm software volume license,15,Services,Uncategorized,0.0
Herman Miller brown Steelcase Leap,BC604816257,herman miller brown steelcase leap,14,Furniture,Uncategorized,0.0
Anti virus per user,BC878647434,anti virus per user,17,Services,Uncategorized,0.0
chiar,BC927749187,chiar,21,Furniture,Uncategorized,0.0
Teknion white armario,BC145296783,teknion white armario,21,Furniture,Uncategorized,0.0
DSL - Refurbished,BC800916306,dsl - refurbished,8,Services,Uncategorized,0.0
support technique,BC698826833,support technique,13,Services,Uncategorized,0.0
